wine_type,style,color_depth,color_straw,color_lemon,color_gold,color_amber,color_brown,color_purple,color_ruby,color_garnet,nose_intensity,fruit_green,fruit_citrus,fruit_stone,fruit_tropical,fruit_red,fruit_black,secondary_oak,secondary_creamy,tertiary_present,development,acidity,body,finish,tannin,score_complexity,score_intensity,particle_type,particle_size,particle_count,particle_speed,gravity,color_r,color_g,color_b
red,bold_red,0.8121892748791169,0,0,0,0,0,1,0,1,0.6299056720879532,0,0,0,0,0,1,1,0,0,0.4685875662237069,0.4431863405701392,0.86846712363789,0.7788034803256049,0.7197205369248232,0.7084604535882099,0.9552968510867687,3,4.76,300,0.445,0.435,0.535,0.03,0.056
white,rich,0.723558749423301,0,0,1,0,0,0,0,0,0.6847690480155149,0,1,0,1,0,0,0,0,0,0.49659283300889334,0.6388470861378672,0.6452366287726581,0.589774611926938,0.0,0.5815857769477817,0.8552336708818455,0,3.402,97,0.545,-0.112,0.748,0.712,0.321
red,light_red,0.41080309610092325,0,0,0,0,0,0,1,0,0.18739857915280142,0,0,0,0,1,0,1,0,0,0.29149008169334434,0.6174337468264618,0.25046107483202057,0.4286331752009659,0.19901017945747732,0.3907313398212454,0.34945704431172225,1,2.347,39,0.257,-0.151,0.559,0.074,0.097
red,light_red,0.4327945831601071,0,0,0,0,0,0,1,0,0.5418892714479628,0,0,0,0,1,1,0,0,0,0.069164879126203,0.803506435900611,0.1903765468480802,0.22201693388645447,0.30414266166028164,0.41248655326246897,0.4420409675309638,0,2.517,102,0.625,-0.44,0.612,0.0,0.092
red,bold_red,0.8991061108560128,0,0,0,0,0,1,1,0,0.876393766131323,0,0,0,0,0,1,1,0,0,0.3833025751283171,0.7033738312260267,0.8236087328888508,0.7001175807525106,0.9031991235259664,0.6662767561047825,0.8084301818843725,2,4.95,131,0.661,0.339,0.716,0.016,0.111
red,light_red,0.36751340007234623,0,0,0,0,0,0,1,1,0.3992761754211623,0,0,0,0,1,0,0,0,0,0.10592815512028947,0.660950819407586,0.0,0.29978539256935594,0.2944415682966007,0.11736933136455366,0.359705312220671,1,1.554,153,0.384,-0.435,0.483,0.043,0.074
white,aromatic,0.24170710593641864,0,0,0,0,0,0,0,0,0.994002919912303,1,1,0,0,0,0,0,0,0,0.13321658902297479,0.607939266842628,0.5115054557582066,0.4357578814206044,0.0,0.744936270332364,0.7604325877312753,1,3.42,300,0.693,-0.406,0.642,0.675,0.523
red,aged,0.37905849452675155,0,0,0,0,1,0,0,1,0.5383243531211163,0,0,0,0,0,0,0,1,1,0.6260786829201418,0.5212133245529491,0.8721673084449091,0.620213418425865,0.44167306615219026,0.6992105615150217,0.7545337222575261,2,4.808,180,0.32,0.326,0.377,0.134,0.122
white,rich,0.690187550266741,0,1,1,0,0,0,0,0,0.612608122421011,0,1,1,1,0,0,1,0,0,0.4743903770102025,0.45324611374469315,0.6810516620798279,0.5021434580263207,0.0,0.4798363711459353,0.7727417555206978,0,3.503,35,0.429,-0.058,0.824,0.729,0.286
white,rich,0.7934429221844876,0,0,0,0,0,0,0,0,0.5880881742139523,0,1,1,0,0,0,1,0,1,0.38430544497444274,0.40922388489505623,0.7874938700473243,0.6987553430469557,0.0,0.41627167805612664,0.9618410010244196,0,3.438,107,0.322,0.136,0.862,0.853,0.622
white,rich,0.6436334233064134,0,1,1,0,0,0,0,0,0.7991331528346596,0,1,1,1,0,0,1,1,0,0.48446957435697646,0.33572752160149316,0.7689594362698833,0.566759010677666,0.0,0.8746590178094704,1.0,4,4.626,300,0.408,0.126,0.786,0.719,0.308
white,crisp,0.17075789112932105,1,0,0,0,0,0,0,0,0.5453454809806938,1,0,0,0,0,0,0,0,0,0.13430316952763918,0.8140816960087693,0.0,0.47040276011110166,0.0,0.4657673524335184,0.46929857874412106,2,1.253,175,0.67,-0.656,0.636,0.613,0.441
white,crisp,0.19411194971052628,1,1,0,0,0,0,0,0,0.6462836033263674,1,1,0,0,0,0,0,0,0,0.1941088054165172,0.7677725207666422,0.0,0.3499442346299187,0.0,0.2644289732853103,0.4443424396131673,1,1.315,300,0.555,-0.69,0.616,0.643,0.439
white,rich,0.6470148909500397,0,0,1,1,0,0,0,0,0.7897789324821731,0,1,0,0,0,0,1,0,0,0.2517800001147093,0.447410950584349,0.5998951996416528,0.866083419990503,0.0,0.8755229425000053,0.8841527666524657,0,3.677,191,0.573,-0.107,0.815,0.611,0.16
white,crisp,0.1288270140782919,1,0,0,0,0,0,0,0,0.580516820961133,1,0,0,0,0,0,0,1,0,0.038259686558303176,0.9199076475957193,0.340442536364419,0.38314415418502623,0.0,0.4197406702957446,0.5608295495074634,1,2.506,86,0.688,-0.777,0.619,0.603,0.444
red,bold_red,0.618091852368086,0,0,0,0,0,1,1,1,0.7351309986450516,0,0,0,0,1,1,0,1,0,0.3911511992288551,0.45363856162640953,0.5695850037454566,0.8136175278986566,0.6778304448875234,0.7829045766996782,1.0,4,4.104,299,0.582,0.31,0.452,0.027,0.096
red,earthy,0.7370588370931235,0,0,0,0,0,0,0,1,0.5920666687948969,0,0,0,0,1,0,1,0,0,0.5295296008396594,0.5695990358528016,0.5971486449323526,0.5019628566832195,0.7855365668432577,0.7209166965227515,0.6204404285518595,0,4.545,108,0.431,0.392,0.539,0.073,0.127
white,oxidative,0.6234805834959463,0,0,0,1,0,0,0,0,0.6302193994176503,0,0,0,0,0,0,0,1,1,0.647916114881915,0.406588364518241,0.3852895997981154,0.7355062483444663,0.0,0.6294990409189105,0.7818065066128191,1,3.168,300,0.302,-0.029,0.765,0.579,0.202
red,fruity,0.336828018283561,0,0,0,0,0,1,0,0,0.8130912411038443,0,0,0,0,1,1,1,0,0,0.22630727337550022,0.5677694995256698,0.39977640162427813,0.4601351634116563,0.43402447985162085,0.11219685497025372,0.5678438608974371,0,2.651,179,0.64,-0.049,0.364,0.0,0.279
red,bold_red,0.8424774149696561,0,0,0,0,0,0,0,1,0.9219785839363024,0,0,0,0,1,1,1,0,0,0.25457387541160764,0.6842899169466179,0.9166825348779438,0.763807049661264,1.0,0.6532910473770962,0.6015513706235119,4,5.0,268,0.769,0.369,0.593,0.076,0.147
red,bold_red,0.6906215394105165,0,0,0,0,0,1,0,0,0.8692905086562308,0,0,0,0,1,1,1,1,1,0.47052572431102496,0.3829973648319971,0.6555075627750715,0.6792968707664385,0.6869092479007632,0.9040973529141849,0.7831870629986029,3,4.882,300,0.565,0.425,0.429,0.019,0.399
red,aged,0.3196280592422848,0,0,0,0,1,0,0,0,0.592326286968108,0,0,0,0,1,1,0,0,1,0.9557080333332414,0.6559434013283773,0.7411265517445903,0.777263134331144,0.4692406855528075,0.8550464711817427,0.6742782735416217,2,4.66,207,0.281,0.449,0.344,0.126,0.054
white,rich,0.4122287572408799,0,0,1,0,0,0,0,0,0.9337412508107378,0,0,1,0,0,0,1,1,0,0.4241744359271894,0.2404387240453122,0.963304906412518,0.6356166413335674,0.0,0.6686500388766543,0.5299481834385296,1,4.157,151,0.5,0.153,0.689,0.638,0.31
white,aromatic,0.35625423712103466,0,0,0,0,0,0,0,0,0.9127626119738217,1,1,1,0,0,0,0,0,0,0.25369931232047227,0.35664168574476396,0.3575747657096562,0.4178955578210688,0.0,0.36760109354032056,0.5721197160540198,0,2.387,85,0.575,-0.185,0.715,0.68,0.573
red,bold_red,0.6140259796074875,0,0,0,0,0,1,1,0,0.8238231758418549,0,0,0,0,0,1,1,0,0,0.31698400993913367,0.36619281115619373,0.7978020967817014,1.0,0.8882717680286495,0.8191648096012321,0.872637871580347,3,5.0,201,0.554,0.496,0.646,0.045,0.11
red,light_red,0.27857557692744145,0,0,0,0,0,0,0,0,0.23000693653735782,0,0,0,0,1,0,0,0,0,0.058281154375128714,0.746258079521975,0.15849657165895206,0.5433238761141337,0.34602291247508293,0.5398237732875022,0.27485769629044865,2,2.501,10,0.499,-0.393,0.276,0.002,0.267
red,aged,0.4521126788535387,0,0,0,0,1,0,0,0,0.5597041542665397,0,0,0,0,0,0,1,0,1,0.7337925780688968,0.47022589434369283,0.9009425874424168,0.7432632679850928,0.41071497763409026,1.0,0.6840875975338732,2,5.0,196,0.229,0.548,0.37,0.138,0.091
white,sweet,0.5730684609851038,0,1,1,0,0,0,0,0,0.9092567111770595,0,1,1,1,0,0,0,0,0,0.4345373844846431,0.6968291928628526,0.7398104442597079,0.6699178603221023,0.0,0.8088333751879996,0.6537653068385872,3,4.18,300,0.669,-0.166,0.733,0.711,0.271
white,crisp,0.1567642251775636,0,1,0,0,0,0,0,0,0.5663981697918494,0,1,0,0,0,0,0,0,0,0.27284327173424383,0.8391973414563094,0.15711501581088708,0.6072946991403227,0.0,0.20339163395446677,0.3768482682637959,0,1.921,300,0.627,-0.718,0.588,0.689,0.431
white,aromatic,0.11467328115623916,1,0,0,0,0,0,0,0,0.7268894930283407,0,1,1,1,0,0,0,1,0,0.08855332538949479,0.6659702716769711,0.5861996759988914,0.5806442342369795,0.0,0.5658337111020906,0.7151960973276155,0,3.276,249,0.655,-0.515,0.631,0.551,0.484
red,bold_red,0.6769372625900085,0,0,0,0,0,1,0,0,0.8279791405918895,0,0,0,0,1,1,1,0,0,0.15648711148556083,0.48070263572154037,0.7920809156106738,0.7501146527838932,0.8738050156554578,0.8067480278726542,0.7689953576770768,3,5.0,300,0.574,0.363,0.396,0.006,0.362
white,sweet,0.594361845278401,0,1,0,0,0,0,0,0,0.7645620600292437,0,0,1,1,0,0,0,1,0,0.5187779690360685,0.6729712207794146,0.6469085067532369,0.8874038836522173,0.0,0.6599566973438741,0.7745622975710417,0,3.819,130,0.542,-0.182,0.824,0.764,0.519
white,crisp,0.2992422671549957,1,1,0,0,0,0,0,0,0.33609779631027065,0,0,0,0,0,0,0,0,0,0.010623946173795668,0.6633987955747047,0.3075929878849108,0.3518983534354305,0.0,0.383417292121631,0.5522029388878252,1,2.009,142,0.57,-0.686,0.709,0.701,0.4
red,light_red,0.418042468206017,0,0,0,0,0,0,1,1,0.3185088225661179,0,0,0,0,0,0,0,0,0,0.007713650400343371,0.5439525492115946,0.24630108351207197,0.3667058852031504,0.23034339477448626,0.5333774055447063,0.4345460456664416,0,2.884,118,0.447,-0.325,0.518,0.022,0.076
red,light_red,0.39321510587261876,0,0,0,0,0,0,1,1,0.5448538781480108,0,0,0,0,0,0,0,0,0,0.28486359881102835,0.881740353016279,0.20471110455598507,0.3883269000932211,0.1996440630640717,0.3710128401321296,0.5656653968684063,0,1.706,117,0.572,-0.443,0.446,0.0,0.067
white,rich,0.8076602520555913,0,1,1,0,0,0,0,0,0.5736665958936054,0,0,1,0,0,0,1,0,1,0.4808858134850306,0.3222512216837393,0.8042143978331563,0.5361648748059521,0.0,0.6865919969430867,0.7999859588800561,0,3.864,10,0.421,0.161,0.835,0.772,0.294
red,light_red,0.36966850859166045,0,0,0,0,0,0,1,0,0.45914929259665765,0,0,0,0,1,1,0,0,0,0.37497207443098773,0.6315902584017077,0.07950213003330432,0.08271379677156075,0.3630532817990311,0.2607340106620911,0.27496508980611467,0,1.609,86,0.538,-0.342,0.582,0.017,0.102
red,fruity,0.4069180328306018,0,0,0,0,0,1,1,0,0.8896666219756832,0,0,0,0,1,1,0,0,1,0.1472661070983605,0.35584163318862033,0.5354843152417078,0.6133656778022604,0.5906539384876472,0.3184036620248214,0.6173868282681443,1,3.451,76,0.588,0.036,0.556,0.04,0.091
white,crisp,0.007779220147232469,1,0,0,0,0,0,0,0,0.4831780923480249,1,1,0,0,0,0,0,0,0,0.0693341306276037,0.8088766643344625,0.2021510142733936,0.5834701217627655,0.0,0.4610894711694154,0.23127363295497594,0,2.134,48,0.547,-0.775,0.577,0.567,0.417
red,light_red,0.3264745581906059,0,0,0,0,0,0,1,0,0.5415862136959473,0,0,0,0,1,0,0,0,0,0.08761499521887599,0.40847556120850154,0.12717336018170455,0.32643697836953134,0.31435152985620685,0.37640162687164336,0.3429411268579456,0,2.056,41,0.475,-0.263,0.532,0.061,0.093
white,rich,0.6924784441746501,0,0,1,0,0,0,0,0,0.8761174348458758,0,0,0,1,0,0,1,1,0,0.33528734014993755,0.41058201990064197,0.6284254696266047,0.7627847514951925,0.0,0.6534902540965134,0.702020572443349,0,3.557,211,0.53,-0.073,0.755,0.692,0.268
white,rich,0.7846626004596676,0,0,0,0,0,0,0,0,0.5994382052861119,1,0,1,0,0,0,1,1,1,0.5664166001965246,0.360305972099093,0.8067963954260172,0.5910342780579986,0.0,0.7188326428392344,1.0,1,4.244,300,0.356,0.171,0.853,0.839,0.7
white,aromatic,0.12633193734526152,0,0,0,0,0,0,0,0,0.7320810522768242,0,1,1,1,0,0,0,0,0,0.18900541099284793,0.6645082280150013,0.39540973435268906,0.8224708987747874,0.0,0.5394431611545243,0.9064231324059215,0,2.704,199,0.618,-0.427,0.626,0.593,0.488
red,earthy,0.3756174095459154,0,0,0,0,1,0,0,0,0.5304070741166529,0,0,0,0,1,0,0,0,1,0.6322014314600176,0.6307420346867082,0.6504901274511374,0.6270400471023229,0.6953241415828553,0.5927153288020152,0.6623073508526928,4,4.187,237,0.359,0.411,0.256,0.091,0.032
red,fruity,0.38865892584702366,0,0,0,0,0,1,1,0,0.5408442367058139,0,0,0,0,1,0,1,0,0,0.33845986132977823,0.5299460069641172,0.6890641354636116,0.39883809906527445,0.370434459502999,0.4102986103153003,0.5144308515525541,0,3.973,125,0.407,0.193,0.607,0.04,0.109
red,fruity,0.3369383355781729,0,0,0,0,0,0,1,0,0.8879526112394261,0,0,0,0,1,1,0,1,0,0.0,0.5510595119117057,0.31945199677241276,0.6227364152809346,0.26311469079703487,0.5826620616817473,0.7148569927110792,1,2.88,149,0.699,-0.264,0.538,0.091,0.119
red,light_red,0.11789607333734402,0,0,0,0,0,0,1,0,0.23392014628878616,0,0,0,0,1,0,0,0,0,0.3553944095178781,0.7674714749092097,0.15299885057631774,0.44841185613300344,0.1238281838419235,0.08598568999677289,0.4328690365041198,1,1.738,10,0.388,-0.268,0.502,0.087,0.1
white,crisp,0.012261000882322426,1,0,0,0,0,0,0,0,0.6785257036392229,1,1,0,0,0,0,0,1,0,0.24619432043129513,0.7670148136408501,0.49183563226999566,0.4296445631611447,0.0,0.3615011410437947,0.6619559623909186,1,2.521,90,0.669,-0.417,0.582,0.558,0.434
white,crisp,0.33498900784750985,1,1,0,0,0,0,0,0,0.3979195578721875,1,1,0,0,0,0,0,1,0,0.305331715657079,0.6635479447661836,0.1725841061316245,0.2828978137288808,0.0,0.37312378641598604,0.27482575637732015,0,1.939,172,0.577,-0.491,0.665,0.726,0.466
red,bold_red,0.9800722843272167,0,0,0,0,0,0,1,0,0.7962838285349079,0,0,0,0,1,0,1,0,1,0.5119187315348787,0.5174253279059494,0.5743398252901069,0.9542125145626422,1.0,0.5931908602901605,0.9480249246109085,1,4.026,215,0.426,0.546,0.704,0.04,0.148
white,crisp,0.2704782985426157,0,0,0,0,0,0,0,0,0.5457763297389621,1,0,0,0,0,0,0,1,0,0.36198930805541146,0.6028944114745849,0.4674997507766523,0.11780759379291872,0.0,0.47214133475558423,0.35884758112229903,0,2.558,97,0.465,-0.308,0.654,0.648,0.556
white,oxidative,0.7962840913824134,0,0,0,1,0,0,0,0,0.7986849666929279,0,1,0,0,0,0,1,0,0,0.796710563364993,0.3336826214883468,0.4553787231885701,0.8274668252656092,0.0,0.6036179262479868,0.5363802938328348,0,3.329,220,0.352,0.207,0.846,0.643,0.115
red,earthy,0.41728544093368397,0,0,0,0,1,0,0,1,0.5594521182412018,0,0,0,0,0,1,1,1,1,0.6903126927561289,0.6192772979140195,0.613530338293937,0.8174142351220608,0.5707882127746369,0.7396725158182563,0.6126398947150072,3,3.919,272,0.356,0.32,0.311,0.126,0.135
white,crisp,0.34229490356231457,1,0,0,0,0,0,0,0,0.5078159248137601,1,1,0,1,0,0,0,0,0,0.37903398650966075,1.0,0.31939082392154305,0.325930566508796,0.0,0.4481847639408555,0.2024560298941325,1,2.015,21,0.625,-0.51,0.689,0.689,0.552
white,crisp,0.39876368743574214,1,0,0,0,0,0,0,0,0.5395987537161434,0,1,0,0,0,0,0,0,0,0.24560422217983235,1.0,0.2032737817689074,0.261793174083237,0.0,0.37552632752150866,0.6150226491540597,1,2.006,28,0.682,-0.776,0.753,0.779,0.577
white,crisp,0.25568073175598394,1,0,0,0,0,0,0,0,0.5262330303522786,1,1,0,0,0,0,0,1,0,0.29759617908897484,1.0,0.21582608719825394,0.3557375711303878,0.0,0.4613619785362289,0.49393607996105476,1,2.29,202,0.681,-0.664,0.674,0.673,0.551
red,light_red,0.3655231543697991,0,0,0,0,0,0,0,0,0.3805562558146555,0,0,0,0,1,1,0,0,0,0.22508104859008995,0.6612923470561656,0.26904493089161574,0.08081601178881162,0.048761303512257215,0.3968573145388232,0.22208620920407757,0,2.301,10,0.444,-0.415,0.353,0.012,0.252
white,aromatic,0.35985315961888587,0,0,0,0,0,0,0,0,0.5278802225939332,1,0,1,0,0,0,0,0,0,0.1921725163758807,0.6470604653487461,0.2437363404630397,0.3228391884061199,0.0,0.8147812269606205,0.8636944079749669,0,2.974,168,0.547,-0.426,0.753,0.678,0.54
red,earthy,0.3568606722786456,0,0,0,0,0,0,0,0,0.38708644692951955,0,0,0,0,1,1,1,0,0,0.7950274675585902,0.6014164280128331,0.6121651468845346,0.5475943963284853,0.5175668216195181,0.7344252636848829,0.7204762638062203,0,4.065,109,0.359,0.369,0.345,0.039,0.279
red,light_red,0.3260874918747064,0,0,0,0,0,0,1,1,0.33704070071756687,0,0,0,0,1,0,0,0,0,0.2284571874569985,0.5680252885936712,0.3394653635655326,0.3000955310996604,0.36267834838837604,0.3502886827360587,0.09305718943515756,0,2.369,10,0.362,-0.117,0.432,0.042,0.125
white,oxidative,0.8888587445362753,0,0,1,1,0,0,0,0,0.7466894549727352,0,0,1,0,0,0,0,1,1,0.8840832296526449,0.4675062563775798,0.6834000346647552,0.6740364123462638,0.0,0.5830180328408449,0.7994719350650467,0,3.413,161,0.258,0.3,0.901,0.628,0.181
white,crisp,0.24730155373515716,1,0,0,0,0,0,0,0,0.3448926783113192,1,1,0,0,0,0,0,0,1,0.21037713011616266,0.8096913362494663,0.3385734205891805,0.38115021284167455,0.0,0.31812971459769956,0.5176298047603323,1,2.538,258,0.492,-0.59,0.672,0.664,0.552
white,rich,0.6419614578659372,0,0,0,0,0,0,0,0,0.8922168029901777,1,1,1,0,0,0,1,0,0,0.35920891711424546,0.29195053956809996,1.0,0.8713078020965983,0.0,0.8260434080203868,0.9332558267681569,0,4.539,90,0.454,0.178,0.838,0.809,0.643
white,crisp,0.34924353710569106,0,0,0,0,0,0,0,0,0.45966533784707997,1,1,0,0,0,0,0,1,0,0.0,0.7233148126158099,0.29320790606298874,0.5388310001114944,0.0,0.5252907661612278,0.483130888969458,0,2.56,201,0.58,-0.752,0.711,0.71,0.522
white,oxidative,0.5258343608289806,0,0,0,0,0,0,0,0,0.5822304279299282,0,0,1,0,0,0,1,0,1,1.0,0.3834947124736148,0.8117172229608227,0.7342781411647834,0.0,0.5638719294219406,0.6226930959211451,1,3.572,257,0.174,0.404,0.788,0.75,0.601
red,bold_red,0.7008569042658609,0,0,0,0,0,1,0,0,0.866098806126896,0,0,0,0,1,1,0,0,0,0.5517022550106968,0.711607600459771,0.8959623496428101,0.5607898451610936,0.5261035310916556,0.4415423522267772,0.7645368000528712,0,4.431,27,0.589,0.331,0.369,0.062,0.331
red,bold_red,0.8710452702170446,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,1,0,0,0.3854274781441859,0.6535020882589144,1.0,0.9930145714084813,0.7803910001109593,0.6427729955857565,0.9494996067501273,2,4.82,159,0.784,0.471,0.442,0.015,0.372
red,earthy,0.39909602186984816,0,0,0,0,1,0,0,1,0.7242254131572333,0,0,0,0,0,0,0,0,0,0.39601208516102193,0.7475952834895292,0.5242560019160551,0.6813518401859572,0.7112837616754975,0.9382608137970972,0.5088181417090015,4,4.345,244,0.613,0.104,0.344,0.079,0.079
red,aged,0.5932556445417769,0,0,0,0,1,0,0,0,0.5706673824360269,0,0,0,0,0,1,1,1,1,0.9092238200693809,0.4884361759636949,0.6563524578804396,1.0,0.6463919414794179,0.7425547689701658,0.5087595262398839,4,4.191,48,0.252,0.59,0.4,0.141,0.111
red,aged,0.43935423060467127,0,0,0,0,1,0,0,0,0.4591045921825682,0,0,0,0,0,0,1,1,1,0.7493716384345622,0.48982536498130186,0.7938284382147831,0.7890663700947346,0.31089186614079717,0.6467732940986202,0.649099619170022,2,4.276,114,0.256,0.426,0.428,0.161,0.015
white,crisp,0.28991478998335446,1,0,0,0,0,0,0,0,0.36439389412785084,0,1,0,0,0,0,0,1,0,0.1766397287988275,0.7197045391483343,0.26498774281759996,0.2278056748099071,0.0,0.477748149863798,0.3182672678828455,1,2.576,194,0.405,-0.591,0.673,0.698,0.555
red,aged,0.5360543749784039,0,0,0,0,1,0,0,0,0.805316681039222,0,0,0,0,0,0,0,0,1,0.9338533623042279,0.3568331732987889,0.5893312057376996,0.7106793105164531,0.33642434433740503,0.7422935225841465,0.547022257327136,2,3.842,101,0.206,0.538,0.386,0.154,0.005
white,rich,0.5501327781265896,0,0,1,1,0,0,0,0,0.8420309275672352,1,1,0,0,0,0,1,1,0,0.40693125467292013,0.4410803139124234,0.7358637131922829,0.6812108743343565,0.0,0.6376214460391922,0.6902605825374069,0,3.759,300,0.505,0.053,0.783,0.527,0.227
red,light_red,0.36666352726576723,0,0,0,0,0,1,1,1,0.37107662923937396,0,0,0,0,1,0,0,0,0,0.08983190323390819,0.65854802190356,0.05735789130374277,0.31153047764141095,0.0,0.30728179471414563,0.37807781819411934,1,1.609,245,0.485,-0.557,0.47,0.038,0.167
white,crisp,0.04630401849852986,0,1,0,0,0,0,0,0,0.5788771268611059,1,1,0,0,0,0,0,0,0,0.10686282199829192,0.9982590894298136,0.04779250906785518,0.5316479859960432,0.0,0.4214005393349717,0.3515660927794386,0,1.755,10,0.809,-0.857,0.623,0.576,0.382
white,crisp,0.1538063254825066,1,0,0,0,0,0,0,0,0.6898849771584579,1,1,0,0,0,0,0,0,0,0.08738570313380523,0.616778395210132,0.35390497716948843,0.672814878003878,0.0,0.26566105988805494,0.5179301041584675,0,2.49,64,0.615,-0.645,0.601,0.617,0.513
red,fruity,0.6878227500892741,0,0,0,0,0,0,1,1,0.6447210953241885,0,0,0,0,1,1,0,0,0,0.08219887217241313,0.6302267280156584,0.41329130005052517,0.18046780122889125,0.5743923987087902,0.5049849975976304,0.5651163098776563,0,3.412,42,0.572,-0.167,0.504,0.033,0.097
white,rich,0.8040636341309496,0,0,1,0,0,0,0,0,0.925459828051302,0,0,1,1,0,0,0,1,0,0.5384738190698655,0.5925211993595156,0.5682331346947113,0.65503282575827,0.0,0.678666785628671,0.6290069277027149,0,3.577,103,0.653,-0.093,0.815,0.703,0.277
white,sweet,0.6064463731182345,0,0,1,0,0,0,0,0,0.3959559359970365,1,1,1,0,0,0,0,1,0,0.4796603795187679,0.5049444253128338,0.6524391273108443,0.7542298017571614,0.0,0.5203165307843196,0.6787597869180253,1,3.373,248,0.321,-0.115,0.783,0.735,0.281
white,crisp,0.1014451083438833,0,1,0,0,0,0,0,0,0.491316767392939,1,1,0,0,0,0,0,0,0,0.06565687501675374,0.7072419492297591,0.1084926358920081,0.502553872749226,0.0,0.35802155546584585,0.6358582383772595,1,1.646,10,0.584,-0.76,0.581,0.661,0.42
white,sweet,0.32502593688778064,0,0,1,1,0,0,0,0,0.6491826546100457,0,0,1,1,0,0,0,1,0,0.42931499785111055,0.5642940315466635,0.45594090265706755,0.9196112112105219,0.0,0.609606371133651,0.9366069939979837,0,3.217,142,0.518,-0.149,0.676,0.439,0.131
white,sweet,0.34729535698885616,0,0,0,0,0,0,0,0,0.5941907637708863,1,1,1,1,0,0,0,1,0,0.523891725844132,0.6746336399319344,0.5857389219015225,0.8311972883005246,0.0,0.5786296883832797,0.6653740805768792,0,3.397,240,0.531,-0.193,0.697,0.693,0.567
red,earthy,0.5332330758702922,0,0,0,0,0,0,0,1,0.625702305231105,0,0,0,0,0,0,0,0,1,0.5687688102284106,0.45963200460401094,0.5020050798577371,0.468490117107436,0.7297537114763366,0.6523523124797256,0.527897427550747,2,4.144,288,0.467,0.322,0.49,0.027,0.038
white,rich,0.733738653326219,0,0,1,0,0,0,0,0,0.6546415344809623,0,0,1,1,0,0,1,0,1,0.4798125099210848,0.6802624820075289,0.6406984097769243,0.8615865478113239,0.0,0.46306705324782504,0.7812416205966948,0,3.129,10,0.511,-0.141,0.847,0.779,0.374
red,fruity,0.40128299265694295,0,0,0,0,0,1,1,1,0.5806467633065124,0,0,0,0,0,0,0,1,0,0.16254911560892504,0.4753975589445259,0.5237701990138255,0.4095352302235405,0.33648128405884387,0.40415517234849035,0.4883423246913789,1,3.188,57,0.48,-0.017,0.412,0.077,0.0
white,crisp,0.043705684123848565,0,0,0,0,0,0,0,0,0.5856187529409758,1,1,0,1,0,0,0,0,0,0.30312576320354423,0.8442161323066214,0.08371996382267405,0.4502268900577697,0.0,0.48039004651940603,0.26025308271568115,1,2.101,204,0.65,-0.685,0.6,0.611,0.486
white,rich,0.7764541659815498,0,0,1,0,0,0,0,0,0.6119024269920547,0,0,1,1,0,0,1,0,1,0.6987737993443175,0.5820787310273878,0.4903039686925552,0.8243493736678111,0.0,0.6476289277105024,0.8392346433052019,2,3.393,300,0.408,-0.029,0.806,0.729,0.311
white,oxidative,0.5904884763547449,0,0,0,1,1,0,0,0,0.8664983622972465,0,0,0,1,0,0,1,0,1,0.6859412012391424,0.2764004263736919,0.9156487285698752,0.6876615678382761,0.0,0.532161892637429,0.6070267944602638,2,4.002,57,0.29,0.29,0.805,0.588,0.173
white,crisp,0.024882036610276395,0,1,0,0,0,0,0,0,0.5401563053200532,1,1,1,0,0,0,0,0,0,0.07099635656873378,0.5881222895586934,0.27452637055734513,0.04444479598289905,0.0,0.1782302861405944,0.3958590933792971,0,1.698,10,0.546,-0.56,0.609,0.588,0.368
white,crisp,0.12600420287336986,1,1,0,0,0,0,0,0,0.5749455801326051,1,1,0,0,0,0,0,0,0,0.0961212711438952,0.5034070349088474,0.3163562014096708,0.1501017551025104,0.0,0.3570863421831695,0.4292843143169592,1,2.39,61,0.495,-0.466,0.606,0.604,0.432
white,crisp,0.29176617949061623,1,1,0,0,0,0,0,0,0.6841505163535759,1,1,0,0,0,0,0,0,0,0.20229905466765383,1.0,0.31225461221505774,0.5779313323386029,0.0,0.24808039510953236,0.2884951796932931,1,2.296,187,0.677,-0.668,0.67,0.704,0.471
white,crisp,0.2372058001442391,1,1,0,0,0,0,0,0,0.40618090177006083,1,1,1,0,0,0,0,0,0,0.03656896194943033,0.7478635544024234,0.1902778599281039,0.2637878146122478,0.0,0.5669255003041827,0.7305710577015967,2,2.16,135,0.58,-0.702,0.7,0.691,0.42
white,crisp,0.07616539840996409,0,1,0,0,0,0,0,0,0.5564538711108923,1,1,0,0,0,0,0,1,0,0.1859995674148791,0.7376080623149114,0.21568988507000353,0.3284656071119079,0.0,0.4182253335287895,0.49994400100342984,0,2.155,164,0.586,-0.641,0.62,0.644,0.432
red,light_red,0.1902090214590315,0,0,0,0,0,0,1,0,0.2503471447909244,0,0,0,0,0,0,0,0,0,0.11534998317125844,0.5504020226753747,0.031104520206998353,0.21025975360163646,0.2030486134689141,0.46272718980702937,0.29761517026485995,0,1.95,71,0.374,-0.332,0.503,0.056,0.097
red,light_red,0.4045688416722847,0,0,0,0,0,1,1,1,0.48999227114996147,0,0,0,0,1,0,0,0,0,0.22106758358528728,0.638081886879326,0.0,0.3383712820777927,0.11264221483513967,0.29988252846737606,0.39904959252198197,1,1.699,137,0.584,-0.38,0.439,0.053,0.1
